well_oligo	plate_oligo	cell_type	replicate	time_point	drug_dose	Combo	catalog_number	vehicle	dose_pattern	dose_character	dose	treatment	CAS.Number	M.w.	name	SMILES
plate9_H4	plate39	A549	rep2	24	S1209_2	plate9_H4plate39	S1209	FALSE	2	1000	1000	S1209	51-21-8	130.08	Fluorouracil (5-Fluoracil, 5-FU)	FC1=CNC(=O)NC1=O
plate9_H4	plate47	MCF7	rep2	24	S1209_2	plate9_H4plate47	S1209	FALSE	2	1000	1000	S1209	51-21-8	130.08	Fluorouracil (5-Fluoracil, 5-FU)	FC1=CNC(=O)NC1=O
plate9_H4	plate7	K562	rep1	24	S1209_1	plate9_H4plate7	S1209	FALSE	1	10000	10000	S1209	51-21-8	130.08	Fluorouracil (5-Fluoracil, 5-FU)	FC1=CNC(=O)NC1=O
plate9_H4	plate15	A549	rep1	24	S1209_1	plate9_H4plate15	S1209	FALSE	1	10000	10000	S1209	51-21-8	130.08	Fluorouracil (5-Fluoracil, 5-FU)	FC1=CNC(=O)NC1=O
plate9_H4	plate23	MCF7	rep1	24	S1209_1	plate9_H4plate23	S1209	FALSE	1	10000	10000	S1209	51-21-8	130.08	Fluorouracil (5-Fluoracil, 5-FU)	FC1=CNC(=O)NC1=O
plate10_H10	plate32	K562	rep2	24	S1209_1	plate10_H10plate32	S1209	FALSE	1	10000	10000	S1209	51-21-8	130.08	Fluorouracil (5-Fluoracil, 5-FU)	FC1=CNC(=O)NC1=O
plate10_H10	plate40	A549	rep2	24	S1209_1	plate10_H10plate40	S1209	FALSE	1	10000	10000	S1209	51-21-8	130.08	Fluorouracil (5-Fluoracil, 5-FU)	FC1=CNC(=O)NC1=O
plate10_H10	plate48	MCF7	rep2	24	S1209_1	plate10_H10plate48	S1209	FALSE	1	10000	10000	S1209	51-21-8	130.08	Fluorouracil (5-Fluoracil, 5-FU)	FC1=CNC(=O)NC1=O
plate8_G10	plate50	A549	rep1	72	S1216_4	plate8_G10plate50	S1216	FALSE	4	10	10	S1216	1403764-72-6	347.39	PFI-1 (PF-6405761)	COC1=C(C=CC=C1)S(=O)(=O)NC1=CC=C2NC(=O)N(C)CC2=C1 |c:4,6,24,t:2,13,15|
plate10_G4	plate52	A549	rep2	72	S1216_4	plate10_G4plate52	S1216	FALSE	4	10	10	S1216	1403764-72-6	347.39	PFI-1 (PF-6405761)	COC1=C(C=CC=C1)S(=O)(=O)NC1=CC=C2NC(=O)N(C)CC2=C1 |c:4,6,24,t:2,13,15|
plate4_G10	plate2	K562	rep1	24	S1216_4	plate4_G10plate2	S1216	FALSE	4	10	10	S1216	1403764-72-6	347.39	PFI-1 (PF-6405761)	COC1=C(C=CC=C1)S(=O)(=O)NC1=CC=C2NC(=O)N(C)CC2=C1 |c:4,6,24,t:2,13,15|
plate4_G10	plate10	A549	rep1	24	S1216_4	plate4_G10plate10	S1216	FALSE	4	10	10	S1216	1403764-72-6	347.39	PFI-1 (PF-6405761)	COC1=C(C=CC=C1)S(=O)(=O)NC1=CC=C2NC(=O)N(C)CC2=C1 |c:4,6,24,t:2,13,15|
plate4_G10	plate18	MCF7	rep1	24	S1216_4	plate4_G10plate18	S1216	FALSE	4	10	10	S1216	1403764-72-6	347.39	PFI-1 (PF-6405761)	COC1=C(C=CC=C1)S(=O)(=O)NC1=CC=C2NC(=O)N(C)CC2=C1 |c:4,6,24,t:2,13,15|
plate4_G4	plate26	K562	rep2	24	S1216_4	plate4_G4plate26	S1216	FALSE	4	10	10	S1216	1403764-72-6	347.39	PFI-1 (PF-6405761)	COC1=C(C=CC=C1)S(=O)(=O)NC1=CC=C2NC(=O)N(C)CC2=C1 |c:4,6,24,t:2,13,15|
plate4_G4	plate34	A549	rep2	24	S1216_4	plate4_G4plate34	S1216	FALSE	4	10	10	S1216	1403764-72-6	347.39	PFI-1 (PF-6405761)	COC1=C(C=CC=C1)S(=O)(=O)NC1=CC=C2NC(=O)N(C)CC2=C1 |c:4,6,24,t:2,13,15|
plate4_G4	plate42	MCF7	rep2	24	S1216_4	plate4_G4plate42	S1216	FALSE	4	10	10	S1216	1403764-72-6	347.39	PFI-1 (PF-6405761)	COC1=C(C=CC=C1)S(=O)(=O)NC1=CC=C2NC(=O)N(C)CC2=C1 |c:4,6,24,t:2,13,15|
plate8_G4	plate50	A549	rep1	72	S1216_3	plate8_G4plate50	S1216	FALSE	3	100	100	S1216	1403764-72-6	347.39	PFI-1 (PF-6405761)	COC1=C(C=CC=C1)S(=O)(=O)NC1=CC=C2NC(=O)N(C)CC2=C1 |c:4,6,24,t:2,13,15|
plate9_G10	plate51	A549	rep2	72	S1216_3	plate9_G10plate51	S1216	FALSE	3	100	100	S1216	1403764-72-6	347.39	PFI-1 (PF-6405761)	COC1=C(C=CC=C1)S(=O)(=O)NC1=CC=C2NC(=O)N(C)CC2=C1 |c:4,6,24,t:2,13,15|
plate4_G4	plate2	K562	rep1	24	S1216_3	plate4_G4plate2	S1216	FALSE	3	100	100	S1216	1403764-72-6	347.39	PFI-1 (PF-6405761)	COC1=C(C=CC=C1)S(=O)(=O)NC1=CC=C2NC(=O)N(C)CC2=C1 |c:4,6,24,t:2,13,15|
plate4_G4	plate10	A549	rep1	24	S1216_3	plate4_G4plate10	S1216	FALSE	3	100	100	S1216	1403764-72-6	347.39	PFI-1 (PF-6405761)	COC1=C(C=CC=C1)S(=O)(=O)NC1=CC=C2NC(=O)N(C)CC2=C1 |c:4,6,24,t:2,13,15|
plate4_G4	plate18	MCF7	rep1	24	S1216_3	plate4_G4plate18	S1216	FALSE	3	100	100	S1216	1403764-72-6	347.39	PFI-1 (PF-6405761)	COC1=C(C=CC=C1)S(=O)(=O)NC1=CC=C2NC(=O)N(C)CC2=C1 |c:4,6,24,t:2,13,15|
plate3_G10	plate25	K562	rep2	24	S1216_3	plate3_G10plate25	S1216	FALSE	3	100	100	S1216	1403764-72-6	347.39	PFI-1 (PF-6405761)	COC1=C(C=CC=C1)S(=O)(=O)NC1=CC=C2NC(=O)N(C)CC2=C1 |c:4,6,24,t:2,13,15|
plate3_G10	plate33	A549	rep2	24	S1216_3	plate3_G10plate33	S1216	FALSE	3	100	100	S1216	1403764-72-6	347.39	PFI-1 (PF-6405761)	COC1=C(C=CC=C1)S(=O)(=O)NC1=CC=C2NC(=O)N(C)CC2=C1 |c:4,6,24,t:2,13,15|
plate3_G10	plate41	MCF7	rep2	24	S1216_3	plate3_G10plate41	S1216	FALSE	3	100	100	S1216	1403764-72-6	347.39	PFI-1 (PF-6405761)	COC1=C(C=CC=C1)S(=O)(=O)NC1=CC=C2NC(=O)N(C)CC2=C1 |c:4,6,24,t:2,13,15|
plate2_G10	plate49	A549	rep1	72	S1216_2	plate2_G10plate49	S1216	FALSE	2	1000	1000	S1216	1403764-72-6	347.39	PFI-1 (PF-6405761)	COC1=C(C=CC=C1)S(=O)(=O)NC1=CC=C2NC(=O)N(C)CC2=C1 |c:4,6,24,t:2,13,15|
plate9_G4	plate51	A549	rep2	72	S1216_2	plate9_G4plate51	S1216	FALSE	2	1000	1000	S1216	1403764-72-6	347.39	PFI-1 (PF-6405761)	COC1=C(C=CC=C1)S(=O)(=O)NC1=CC=C2NC(=O)N(C)CC2=C1 |c:4,6,24,t:2,13,15|
plate3_G10	plate1	K562	rep1	24	S1216_2	plate3_G10plate1	S1216	FALSE	2	1000	1000	S1216	1403764-72-6	347.39	PFI-1 (PF-6405761)	COC1=C(C=CC=C1)S(=O)(=O)NC1=CC=C2NC(=O)N(C)CC2=C1 |c:4,6,24,t:2,13,15|
plate3_F10	plate9	A549	rep1	24	S1216_2	plate3_F10plate9	S1216	FALSE	2	1000	1000	S1216	1403764-72-6	347.39	PFI-1 (PF-6405761)	COC1=C(C=CC=C1)S(=O)(=O)NC1=CC=C2NC(=O)N(C)CC2=C1 |c:4,6,24,t:2,13,15|
plate3_G10	plate17	MCF7	rep1	24	S1216_2	plate3_G10plate17	S1216	FALSE	2	1000	1000	S1216	1403764-72-6	347.39	PFI-1 (PF-6405761)	COC1=C(C=CC=C1)S(=O)(=O)NC1=CC=C2NC(=O)N(C)CC2=C1 |c:4,6,24,t:2,13,15|
plate3_G4	plate25	K562	rep2	24	S1216_2	plate3_G4plate25	S1216	FALSE	2	1000	1000	S1216	1403764-72-6	347.39	PFI-1 (PF-6405761)	COC1=C(C=CC=C1)S(=O)(=O)NC1=CC=C2NC(=O)N(C)CC2=C1 |c:4,6,24,t:2,13,15|
plate3_G4	plate33	A549	rep2	24	S1216_2	plate3_G4plate33	S1216	FALSE	2	1000	1000	S1216	1403764-72-6	347.39	PFI-1 (PF-6405761)	COC1=C(C=CC=C1)S(=O)(=O)NC1=CC=C2NC(=O)N(C)CC2=C1 |c:4,6,24,t:2,13,15|
plate3_G4	plate41	MCF7	rep2	24	S1216_2	plate3_G4plate41	S1216	FALSE	2	1000	1000	S1216	1403764-72-6	347.39	PFI-1 (PF-6405761)	COC1=C(C=CC=C1)S(=O)(=O)NC1=CC=C2NC(=O)N(C)CC2=C1 |c:4,6,24,t:2,13,15|
plate2_G4	plate49	A549	rep1	72	S1216_1	plate2_G4plate49	S1216	FALSE	1	10000	10000	S1216	1403764-72-6	347.39	PFI-1 (PF-6405761)	COC1=C(C=CC=C1)S(=O)(=O)NC1=CC=C2NC(=O)N(C)CC2=C1 |c:4,6,24,t:2,13,15|
plate10_G10	plate52	A549	rep2	72	S1216_1	plate10_G10plate52	S1216	FALSE	1	10000	10000	S1216	1403764-72-6	347.39	PFI-1 (PF-6405761)	COC1=C(C=CC=C1)S(=O)(=O)NC1=CC=C2NC(=O)N(C)CC2=C1 |c:4,6,24,t:2,13,15|
plate3_G4	plate1	K562	rep1	24	S1216_1	plate3_G4plate1	S1216	FALSE	1	10000	10000	S1216	1403764-72-6	347.39	PFI-1 (PF-6405761)	COC1=C(C=CC=C1)S(=O)(=O)NC1=CC=C2NC(=O)N(C)CC2=C1 |c:4,6,24,t:2,13,15|
plate3_F4	plate9	A549	rep1	24	S1216_1	plate3_F4plate9	S1216	FALSE	1	10000	10000	S1216	1403764-72-6	347.39	PFI-1 (PF-6405761)	COC1=C(C=CC=C1)S(=O)(=O)NC1=CC=C2NC(=O)N(C)CC2=C1 |c:4,6,24,t:2,13,15|
plate3_G4	plate17	MCF7	rep1	24	S1216_1	plate3_G4plate17	S1216	FALSE	1	10000	10000	S1216	1403764-72-6	347.39	PFI-1 (PF-6405761)	COC1=C(C=CC=C1)S(=O)(=O)NC1=CC=C2NC(=O)N(C)CC2=C1 |c:4,6,24,t:2,13,15|
plate4_G10	plate26	K562	rep2	24	S1216_1	plate4_G10plate26	S1216	FALSE	1	10000	10000	S1216	1403764-72-6	347.39	PFI-1 (PF-6405761)	COC1=C(C=CC=C1)S(=O)(=O)NC1=CC=C2NC(=O)N(C)CC2=C1 |c:4,6,24,t:2,13,15|
plate4_G10	plate34	A549	rep2	24	S1216_1	plate4_G10plate34	S1216	FALSE	1	10000	10000	S1216	1403764-72-6	347.39	PFI-1 (PF-6405761)	COC1=C(C=CC=C1)S(=O)(=O)NC1=CC=C2NC(=O)N(C)CC2=C1 |c:4,6,24,t:2,13,15|
plate4_G10	plate42	MCF7	rep2	24	S1216_1	plate4_G10plate42	S1216	FALSE	1	10000	10000	S1216	1403764-72-6	347.39	PFI-1 (PF-6405761)	COC1=C(C=CC=C1)S(=O)(=O)NC1=CC=C2NC(=O)N(C)CC2=C1 |c:4,6,24,t:2,13,15|
plate8_H10	plate50	A549	rep1	72	S1233_4	plate8_H10plate50	S1233	FALSE	4	10	10	S1233	362-07-2	302.41	2-Methoxyestradiol (2-MeOE2)	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC(OC)=C(O)C=C3CC[C@@]21[H] |r,c:20,t:13,17|
plate10_H4	plate52	A549	rep2	72	S1233_4	plate10_H4plate52	S1233	FALSE	4	10	10	S1233	362-07-2	302.41	2-Methoxyestradiol (2-MeOE2)	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC(OC)=C(O)C=C3CC[C@@]21[H] |r,c:20,t:13,17|
plate4_H10	plate2	K562	rep1	24	S1233_4	plate4_H10plate2	S1233	FALSE	4	10	10	S1233	362-07-2	302.41	2-Methoxyestradiol (2-MeOE2)	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC(OC)=C(O)C=C3CC[C@@]21[H] |r,c:20,t:13,17|
plate4_H10	plate10	A549	rep1	24	S1233_4	plate4_H10plate10	S1233	FALSE	4	10	10	S1233	362-07-2	302.41	2-Methoxyestradiol (2-MeOE2)	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC(OC)=C(O)C=C3CC[C@@]21[H] |r,c:20,t:13,17|
plate4_H10	plate18	MCF7	rep1	24	S1233_4	plate4_H10plate18	S1233	FALSE	4	10	10	S1233	362-07-2	302.41	2-Methoxyestradiol (2-MeOE2)	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC(OC)=C(O)C=C3CC[C@@]21[H] |r,c:20,t:13,17|
plate4_H4	plate26	K562	rep2	24	S1233_4	plate4_H4plate26	S1233	FALSE	4	10	10	S1233	362-07-2	302.41	2-Methoxyestradiol (2-MeOE2)	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC(OC)=C(O)C=C3CC[C@@]21[H] |r,c:20,t:13,17|
plate4_H4	plate34	A549	rep2	24	S1233_4	plate4_H4plate34	S1233	FALSE	4	10	10	S1233	362-07-2	302.41	2-Methoxyestradiol (2-MeOE2)	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC(OC)=C(O)C=C3CC[C@@]21[H] |r,c:20,t:13,17|
plate4_H4	plate42	MCF7	rep2	24	S1233_4	plate4_H4plate42	S1233	FALSE	4	10	10	S1233	362-07-2	302.41	2-Methoxyestradiol (2-MeOE2)	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC(OC)=C(O)C=C3CC[C@@]21[H] |r,c:20,t:13,17|
plate8_H4	plate50	A549	rep1	72	S1233_3	plate8_H4plate50	S1233	FALSE	3	100	100	S1233	362-07-2	302.41	2-Methoxyestradiol (2-MeOE2)	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC(OC)=C(O)C=C3CC[C@@]21[H] |r,c:20,t:13,17|
plate9_H10	plate51	A549	rep2	72	S1233_3	plate9_H10plate51	S1233	FALSE	3	100	100	S1233	362-07-2	302.41	2-Methoxyestradiol (2-MeOE2)	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC(OC)=C(O)C=C3CC[C@@]21[H] |r,c:20,t:13,17|
plate4_H4	plate2	K562	rep1	24	S1233_3	plate4_H4plate2	S1233	FALSE	3	100	100	S1233	362-07-2	302.41	2-Methoxyestradiol (2-MeOE2)	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC(OC)=C(O)C=C3CC[C@@]21[H] |r,c:20,t:13,17|
plate4_H4	plate10	A549	rep1	24	S1233_3	plate4_H4plate10	S1233	FALSE	3	100	100	S1233	362-07-2	302.41	2-Methoxyestradiol (2-MeOE2)	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC(OC)=C(O)C=C3CC[C@@]21[H] |r,c:20,t:13,17|
plate4_H4	plate18	MCF7	rep1	24	S1233_3	plate4_H4plate18	S1233	FALSE	3	100	100	S1233	362-07-2	302.41	2-Methoxyestradiol (2-MeOE2)	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC(OC)=C(O)C=C3CC[C@@]21[H] |r,c:20,t:13,17|
plate3_H10	plate25	K562	rep2	24	S1233_3	plate3_H10plate25	S1233	FALSE	3	100	100	S1233	362-07-2	302.41	2-Methoxyestradiol (2-MeOE2)	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC(OC)=C(O)C=C3CC[C@@]21[H] |r,c:20,t:13,17|
plate3_H10	plate33	A549	rep2	24	S1233_3	plate3_H10plate33	S1233	FALSE	3	100	100	S1233	362-07-2	302.41	2-Methoxyestradiol (2-MeOE2)	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC(OC)=C(O)C=C3CC[C@@]21[H] |r,c:20,t:13,17|
plate3_H10	plate41	MCF7	rep2	24	S1233_3	plate3_H10plate41	S1233	FALSE	3	100	100	S1233	362-07-2	302.41	2-Methoxyestradiol (2-MeOE2)	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC(OC)=C(O)C=C3CC[C@@]21[H] |r,c:20,t:13,17|
plate2_H10	plate49	A549	rep1	72	S1233_2	plate2_H10plate49	S1233	FALSE	2	1000	1000	S1233	362-07-2	302.41	2-Methoxyestradiol (2-MeOE2)	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC(OC)=C(O)C=C3CC[C@@]21[H] |r,c:20,t:13,17|
plate9_H4	plate51	A549	rep2	72	S1233_2	plate9_H4plate51	S1233	FALSE	2	1000	1000	S1233	362-07-2	302.41	2-Methoxyestradiol (2-MeOE2)	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC(OC)=C(O)C=C3CC[C@@]21[H] |r,c:20,t:13,17|
plate3_H10	plate1	K562	rep1	24	S1233_2	plate3_H10plate1	S1233	FALSE	2	1000	1000	S1233	362-07-2	302.41	2-Methoxyestradiol (2-MeOE2)	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC(OC)=C(O)C=C3CC[C@@]21[H] |r,c:20,t:13,17|
plate3_H10	plate9	A549	rep1	24	S1233_2	plate3_H10plate9	S1233	FALSE	2	1000	1000	S1233	362-07-2	302.41	2-Methoxyestradiol (2-MeOE2)	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC(OC)=C(O)C=C3CC[C@@]21[H] |r,c:20,t:13,17|
plate3_H10	plate17	MCF7	rep1	24	S1233_2	plate3_H10plate17	S1233	FALSE	2	1000	1000	S1233	362-07-2	302.41	2-Methoxyestradiol (2-MeOE2)	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC(OC)=C(O)C=C3CC[C@@]21[H] |r,c:20,t:13,17|
plate3_H4	plate25	K562	rep2	24	S1233_2	plate3_H4plate25	S1233	FALSE	2	1000	1000	S1233	362-07-2	302.41	2-Methoxyestradiol (2-MeOE2)	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC(OC)=C(O)C=C3CC[C@@]21[H] |r,c:20,t:13,17|
plate3_H4	plate33	A549	rep2	24	S1233_2	plate3_H4plate33	S1233	FALSE	2	1000	1000	S1233	362-07-2	302.41	2-Methoxyestradiol (2-MeOE2)	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC(OC)=C(O)C=C3CC[C@@]21[H] |r,c:20,t:13,17|
plate3_H4	plate41	MCF7	rep2	24	S1233_2	plate3_H4plate41	S1233	FALSE	2	1000	1000	S1233	362-07-2	302.41	2-Methoxyestradiol (2-MeOE2)	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC(OC)=C(O)C=C3CC[C@@]21[H] |r,c:20,t:13,17|
plate2_H4	plate49	A549	rep1	72	S1233_1	plate2_H4plate49	S1233	FALSE	1	10000	10000	S1233	362-07-2	302.41	2-Methoxyestradiol (2-MeOE2)	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC(OC)=C(O)C=C3CC[C@@]21[H] |r,c:20,t:13,17|
plate10_H10	plate52	A549	rep2	72	S1233_1	plate10_H10plate52	S1233	FALSE	1	10000	10000	S1233	362-07-2	302.41	2-Methoxyestradiol (2-MeOE2)	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC(OC)=C(O)C=C3CC[C@@]21[H] |r,c:20,t:13,17|
plate3_H4	plate1	K562	rep1	24	S1233_1	plate3_H4plate1	S1233	FALSE	1	10000	10000	S1233	362-07-2	302.41	2-Methoxyestradiol (2-MeOE2)	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC(OC)=C(O)C=C3CC[C@@]21[H] |r,c:20,t:13,17|
plate3_H4	plate9	A549	rep1	24	S1233_1	plate3_H4plate9	S1233	FALSE	1	10000	10000	S1233	362-07-2	302.41	2-Methoxyestradiol (2-MeOE2)	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC(OC)=C(O)C=C3CC[C@@]21[H] |r,c:20,t:13,17|
plate3_H4	plate17	MCF7	rep1	24	S1233_1	plate3_H4plate17	S1233	FALSE	1	10000	10000	S1233	362-07-2	302.41	2-Methoxyestradiol (2-MeOE2)	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC(OC)=C(O)C=C3CC[C@@]21[H] |r,c:20,t:13,17|
plate4_H10	plate26	K562	rep2	24	S1233_1	plate4_H10plate26	S1233	FALSE	1	10000	10000	S1233	362-07-2	302.41	2-Methoxyestradiol (2-MeOE2)	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC(OC)=C(O)C=C3CC[C@@]21[H] |r,c:20,t:13,17|
plate4_H10	plate34	A549	rep2	24	S1233_1	plate4_H10plate34	S1233	FALSE	1	10000	10000	S1233	362-07-2	302.41	2-Methoxyestradiol (2-MeOE2)	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC(OC)=C(O)C=C3CC[C@@]21[H] |r,c:20,t:13,17|
plate4_H10	plate42	MCF7	rep2	24	S1233_1	plate4_H10plate42	S1233	FALSE	1	10000	10000	S1233	362-07-2	302.41	2-Methoxyestradiol (2-MeOE2)	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC(OC)=C(O)C=C3CC[C@@]21[H] |r,c:20,t:13,17|
plate8_A11	plate50	A549	rep1	72	S1249_4	plate8_A11plate50	S1249	FALSE	4	10	10	S1249	443797-96-4	394.36	JNJ-7706621	NC1=NC(NC2=CC=C(C=C2)S(N)(=O)=O)=NN1C(=O)C1=C(F)C=CC=C1F |c:7,9,15,21,24,26,t:1,5|
plate10_A5	plate52	A549	rep2	72	S1249_4	plate10_A5plate52	S1249	FALSE	4	10	10	S1249	443797-96-4	394.36	JNJ-7706621	NC1=NC(NC2=CC=C(C=C2)S(N)(=O)=O)=NN1C(=O)C1=C(F)C=CC=C1F |c:7,9,15,21,24,26,t:1,5|
plate4_A11	plate2	K562	rep1	24	S1249_4	plate4_A11plate2	S1249	FALSE	4	10	10	S1249	443797-96-4	394.36	JNJ-7706621	NC1=NC(NC2=CC=C(C=C2)S(N)(=O)=O)=NN1C(=O)C1=C(F)C=CC=C1F |c:7,9,15,21,24,26,t:1,5|
plate4_A11	plate10	A549	rep1	24	S1249_4	plate4_A11plate10	S1249	FALSE	4	10	10	S1249	443797-96-4	394.36	JNJ-7706621	NC1=NC(NC2=CC=C(C=C2)S(N)(=O)=O)=NN1C(=O)C1=C(F)C=CC=C1F |c:7,9,15,21,24,26,t:1,5|
plate4_A11	plate18	MCF7	rep1	24	S1249_4	plate4_A11plate18	S1249	FALSE	4	10	10	S1249	443797-96-4	394.36	JNJ-7706621	NC1=NC(NC2=CC=C(C=C2)S(N)(=O)=O)=NN1C(=O)C1=C(F)C=CC=C1F |c:7,9,15,21,24,26,t:1,5|
plate4_A5	plate26	K562	rep2	24	S1249_4	plate4_A5plate26	S1249	FALSE	4	10	10	S1249	443797-96-4	394.36	JNJ-7706621	NC1=NC(NC2=CC=C(C=C2)S(N)(=O)=O)=NN1C(=O)C1=C(F)C=CC=C1F |c:7,9,15,21,24,26,t:1,5|
plate4_A5	plate34	A549	rep2	24	S1249_4	plate4_A5plate34	S1249	FALSE	4	10	10	S1249	443797-96-4	394.36	JNJ-7706621	NC1=NC(NC2=CC=C(C=C2)S(N)(=O)=O)=NN1C(=O)C1=C(F)C=CC=C1F |c:7,9,15,21,24,26,t:1,5|
plate4_A5	plate42	MCF7	rep2	24	S1249_4	plate4_A5plate42	S1249	FALSE	4	10	10	S1249	443797-96-4	394.36	JNJ-7706621	NC1=NC(NC2=CC=C(C=C2)S(N)(=O)=O)=NN1C(=O)C1=C(F)C=CC=C1F |c:7,9,15,21,24,26,t:1,5|
plate8_A5	plate50	A549	rep1	72	S1249_3	plate8_A5plate50	S1249	FALSE	3	100	100	S1249	443797-96-4	394.36	JNJ-7706621	NC1=NC(NC2=CC=C(C=C2)S(N)(=O)=O)=NN1C(=O)C1=C(F)C=CC=C1F |c:7,9,15,21,24,26,t:1,5|
plate9_A11	plate51	A549	rep2	72	S1249_3	plate9_A11plate51	S1249	FALSE	3	100	100	S1249	443797-96-4	394.36	JNJ-7706621	NC1=NC(NC2=CC=C(C=C2)S(N)(=O)=O)=NN1C(=O)C1=C(F)C=CC=C1F |c:7,9,15,21,24,26,t:1,5|
plate4_A5	plate2	K562	rep1	24	S1249_3	plate4_A5plate2	S1249	FALSE	3	100	100	S1249	443797-96-4	394.36	JNJ-7706621	NC1=NC(NC2=CC=C(C=C2)S(N)(=O)=O)=NN1C(=O)C1=C(F)C=CC=C1F |c:7,9,15,21,24,26,t:1,5|
plate4_A5	plate10	A549	rep1	24	S1249_3	plate4_A5plate10	S1249	FALSE	3	100	100	S1249	443797-96-4	394.36	JNJ-7706621	NC1=NC(NC2=CC=C(C=C2)S(N)(=O)=O)=NN1C(=O)C1=C(F)C=CC=C1F |c:7,9,15,21,24,26,t:1,5|
plate4_A5	plate18	MCF7	rep1	24	S1249_3	plate4_A5plate18	S1249	FALSE	3	100	100	S1249	443797-96-4	394.36	JNJ-7706621	NC1=NC(NC2=CC=C(C=C2)S(N)(=O)=O)=NN1C(=O)C1=C(F)C=CC=C1F |c:7,9,15,21,24,26,t:1,5|
plate3_A11	plate25	K562	rep2	24	S1249_3	plate3_A11plate25	S1249	FALSE	3	100	100	S1249	443797-96-4	394.36	JNJ-7706621	NC1=NC(NC2=CC=C(C=C2)S(N)(=O)=O)=NN1C(=O)C1=C(F)C=CC=C1F |c:7,9,15,21,24,26,t:1,5|
plate3_A11	plate33	A549	rep2	24	S1249_3	plate3_A11plate33	S1249	FALSE	3	100	100	S1249	443797-96-4	394.36	JNJ-7706621	NC1=NC(NC2=CC=C(C=C2)S(N)(=O)=O)=NN1C(=O)C1=C(F)C=CC=C1F |c:7,9,15,21,24,26,t:1,5|
plate3_A11	plate41	MCF7	rep2	24	S1249_3	plate3_A11plate41	S1249	FALSE	3	100	100	S1249	443797-96-4	394.36	JNJ-7706621	NC1=NC(NC2=CC=C(C=C2)S(N)(=O)=O)=NN1C(=O)C1=C(F)C=CC=C1F |c:7,9,15,21,24,26,t:1,5|
plate2_A11	plate49	A549	rep1	72	S1249_2	plate2_A11plate49	S1249	FALSE	2	1000	1000	S1249	443797-96-4	394.36	JNJ-7706621	NC1=NC(NC2=CC=C(C=C2)S(N)(=O)=O)=NN1C(=O)C1=C(F)C=CC=C1F |c:7,9,15,21,24,26,t:1,5|
plate9_A5	plate51	A549	rep2	72	S1249_2	plate9_A5plate51	S1249	FALSE	2	1000	1000	S1249	443797-96-4	394.36	JNJ-7706621	NC1=NC(NC2=CC=C(C=C2)S(N)(=O)=O)=NN1C(=O)C1=C(F)C=CC=C1F |c:7,9,15,21,24,26,t:1,5|
