well_oligo	plate_oligo	cell_type	replicate	time_point	drug_dose	Combo	catalog_number	vehicle	dose_pattern	dose_character	dose	treatment	CAS.Number	M.w.	name	SMILES
plate3_G8	plate25	K562	rep2	24	S1100_3	plate3_G8plate25	S1100	FALSE	3	100	100	S1100	869363-13-3	476.86	MLN8054	OC(=O)C1=CC=C(NC2=NC3=C(CN=C(C4=CC(Cl)=CC=C34)C3=C(F)C=CC=C3F)C=N2)C=C1 |c:13,18,24,27,29,33,36,t:3,5,8,10,15,20|
plate3_G8	plate33	A549	rep2	24	S1100_3	plate3_G8plate33	S1100	FALSE	3	100	100	S1100	869363-13-3	476.86	MLN8054	OC(=O)C1=CC=C(NC2=NC3=C(CN=C(C4=CC(Cl)=CC=C34)C3=C(F)C=CC=C3F)C=N2)C=C1 |c:13,18,24,27,29,33,36,t:3,5,8,10,15,20|
plate3_G8	plate41	MCF7	rep2	24	S1100_3	plate3_G8plate41	S1100	FALSE	3	100	100	S1100	869363-13-3	476.86	MLN8054	OC(=O)C1=CC=C(NC2=NC3=C(CN=C(C4=CC(Cl)=CC=C34)C3=C(F)C=CC=C3F)C=N2)C=C1 |c:13,18,24,27,29,33,36,t:3,5,8,10,15,20|
plate2_G8	plate49	A549	rep1	72	S1100_2	plate2_G8plate49	S1100	FALSE	2	1000	1000	S1100	869363-13-3	476.86	MLN8054	OC(=O)C1=CC=C(NC2=NC3=C(CN=C(C4=CC(Cl)=CC=C34)C3=C(F)C=CC=C3F)C=N2)C=C1 |c:13,18,24,27,29,33,36,t:3,5,8,10,15,20|
plate9_G2	plate51	A549	rep2	72	S1100_2	plate9_G2plate51	S1100	FALSE	2	1000	1000	S1100	869363-13-3	476.86	MLN8054	OC(=O)C1=CC=C(NC2=NC3=C(CN=C(C4=CC(Cl)=CC=C34)C3=C(F)C=CC=C3F)C=N2)C=C1 |c:13,18,24,27,29,33,36,t:3,5,8,10,15,20|
plate3_G8	plate1	K562	rep1	24	S1100_2	plate3_G8plate1	S1100	FALSE	2	1000	1000	S1100	869363-13-3	476.86	MLN8054	OC(=O)C1=CC=C(NC2=NC3=C(CN=C(C4=CC(Cl)=CC=C34)C3=C(F)C=CC=C3F)C=N2)C=C1 |c:13,18,24,27,29,33,36,t:3,5,8,10,15,20|
plate3_F8	plate9	A549	rep1	24	S1100_2	plate3_F8plate9	S1100	FALSE	2	1000	1000	S1100	869363-13-3	476.86	MLN8054	OC(=O)C1=CC=C(NC2=NC3=C(CN=C(C4=CC(Cl)=CC=C34)C3=C(F)C=CC=C3F)C=N2)C=C1 |c:13,18,24,27,29,33,36,t:3,5,8,10,15,20|
plate3_G8	plate17	MCF7	rep1	24	S1100_2	plate3_G8plate17	S1100	FALSE	2	1000	1000	S1100	869363-13-3	476.86	MLN8054	OC(=O)C1=CC=C(NC2=NC3=C(CN=C(C4=CC(Cl)=CC=C34)C3=C(F)C=CC=C3F)C=N2)C=C1 |c:13,18,24,27,29,33,36,t:3,5,8,10,15,20|
plate3_G2	plate25	K562	rep2	24	S1100_2	plate3_G2plate25	S1100	FALSE	2	1000	1000	S1100	869363-13-3	476.86	MLN8054	OC(=O)C1=CC=C(NC2=NC3=C(CN=C(C4=CC(Cl)=CC=C34)C3=C(F)C=CC=C3F)C=N2)C=C1 |c:13,18,24,27,29,33,36,t:3,5,8,10,15,20|
plate3_G2	plate33	A549	rep2	24	S1100_2	plate3_G2plate33	S1100	FALSE	2	1000	1000	S1100	869363-13-3	476.86	MLN8054	OC(=O)C1=CC=C(NC2=NC3=C(CN=C(C4=CC(Cl)=CC=C34)C3=C(F)C=CC=C3F)C=N2)C=C1 |c:13,18,24,27,29,33,36,t:3,5,8,10,15,20|
plate3_G2	plate41	MCF7	rep2	24	S1100_2	plate3_G2plate41	S1100	FALSE	2	1000	1000	S1100	869363-13-3	476.86	MLN8054	OC(=O)C1=CC=C(NC2=NC3=C(CN=C(C4=CC(Cl)=CC=C34)C3=C(F)C=CC=C3F)C=N2)C=C1 |c:13,18,24,27,29,33,36,t:3,5,8,10,15,20|
plate2_G2	plate49	A549	rep1	72	S1100_1	plate2_G2plate49	S1100	FALSE	1	10000	10000	S1100	869363-13-3	476.86	MLN8054	OC(=O)C1=CC=C(NC2=NC3=C(CN=C(C4=CC(Cl)=CC=C34)C3=C(F)C=CC=C3F)C=N2)C=C1 |c:13,18,24,27,29,33,36,t:3,5,8,10,15,20|
plate10_G8	plate52	A549	rep2	72	S1100_1	plate10_G8plate52	S1100	FALSE	1	10000	10000	S1100	869363-13-3	476.86	MLN8054	OC(=O)C1=CC=C(NC2=NC3=C(CN=C(C4=CC(Cl)=CC=C34)C3=C(F)C=CC=C3F)C=N2)C=C1 |c:13,18,24,27,29,33,36,t:3,5,8,10,15,20|
plate3_G2	plate1	K562	rep1	24	S1100_1	plate3_G2plate1	S1100	FALSE	1	10000	10000	S1100	869363-13-3	476.86	MLN8054	OC(=O)C1=CC=C(NC2=NC3=C(CN=C(C4=CC(Cl)=CC=C34)C3=C(F)C=CC=C3F)C=N2)C=C1 |c:13,18,24,27,29,33,36,t:3,5,8,10,15,20|
plate3_F2	plate9	A549	rep1	24	S1100_1	plate3_F2plate9	S1100	FALSE	1	10000	10000	S1100	869363-13-3	476.86	MLN8054	OC(=O)C1=CC=C(NC2=NC3=C(CN=C(C4=CC(Cl)=CC=C34)C3=C(F)C=CC=C3F)C=N2)C=C1 |c:13,18,24,27,29,33,36,t:3,5,8,10,15,20|
plate3_G2	plate17	MCF7	rep1	24	S1100_1	plate3_G2plate17	S1100	FALSE	1	10000	10000	S1100	869363-13-3	476.86	MLN8054	OC(=O)C1=CC=C(NC2=NC3=C(CN=C(C4=CC(Cl)=CC=C34)C3=C(F)C=CC=C3F)C=N2)C=C1 |c:13,18,24,27,29,33,36,t:3,5,8,10,15,20|
plate4_G8	plate26	K562	rep2	24	S1100_1	plate4_G8plate26	S1100	FALSE	1	10000	10000	S1100	869363-13-3	476.86	MLN8054	OC(=O)C1=CC=C(NC2=NC3=C(CN=C(C4=CC(Cl)=CC=C34)C3=C(F)C=CC=C3F)C=N2)C=C1 |c:13,18,24,27,29,33,36,t:3,5,8,10,15,20|
plate4_G8	plate34	A549	rep2	24	S1100_1	plate4_G8plate34	S1100	FALSE	1	10000	10000	S1100	869363-13-3	476.86	MLN8054	OC(=O)C1=CC=C(NC2=NC3=C(CN=C(C4=CC(Cl)=CC=C34)C3=C(F)C=CC=C3F)C=N2)C=C1 |c:13,18,24,27,29,33,36,t:3,5,8,10,15,20|
plate4_G8	plate42	MCF7	rep2	24	S1100_1	plate4_G8plate42	S1100	FALSE	1	10000	10000	S1100	869363-13-3	476.86	MLN8054	OC(=O)C1=CC=C(NC2=NC3=C(CN=C(C4=CC(Cl)=CC=C34)C3=C(F)C=CC=C3F)C=N2)C=C1 |c:13,18,24,27,29,33,36,t:3,5,8,10,15,20|
plate8_H8	plate50	A549	rep1	72	S1103_4	plate8_H8plate50	S1103	FALSE	4	10	10	S1103	331771-20-1	513.59	ZM 447439	COC1=C(OCCCN2CCOCC2)C=C2N=CN=C(NC3=CC=C(NC(=O)C4=CC=CC=C4)C=C3)C2=C1 |c:2,17,31,33,36,40,t:15,19,22,24,29|
plate10_H2	plate52	A549	rep2	72	S1103_4	plate10_H2plate52	S1103	FALSE	4	10	10	S1103	331771-20-1	513.59	ZM 447439	COC1=C(OCCCN2CCOCC2)C=C2N=CN=C(NC3=CC=C(NC(=O)C4=CC=CC=C4)C=C3)C2=C1 |c:2,17,31,33,36,40,t:15,19,22,24,29|
plate4_H8	plate2	K562	rep1	24	S1103_4	plate4_H8plate2	S1103	FALSE	4	10	10	S1103	331771-20-1	513.59	ZM 447439	COC1=C(OCCCN2CCOCC2)C=C2N=CN=C(NC3=CC=C(NC(=O)C4=CC=CC=C4)C=C3)C2=C1 |c:2,17,31,33,36,40,t:15,19,22,24,29|
plate4_H8	plate10	A549	rep1	24	S1103_4	plate4_H8plate10	S1103	FALSE	4	10	10	S1103	331771-20-1	513.59	ZM 447439	COC1=C(OCCCN2CCOCC2)C=C2N=CN=C(NC3=CC=C(NC(=O)C4=CC=CC=C4)C=C3)C2=C1 |c:2,17,31,33,36,40,t:15,19,22,24,29|
plate4_H8	plate18	MCF7	rep1	24	S1103_4	plate4_H8plate18	S1103	FALSE	4	10	10	S1103	331771-20-1	513.59	ZM 447439	COC1=C(OCCCN2CCOCC2)C=C2N=CN=C(NC3=CC=C(NC(=O)C4=CC=CC=C4)C=C3)C2=C1 |c:2,17,31,33,36,40,t:15,19,22,24,29|
plate4_H2	plate26	K562	rep2	24	S1103_4	plate4_H2plate26	S1103	FALSE	4	10	10	S1103	331771-20-1	513.59	ZM 447439	COC1=C(OCCCN2CCOCC2)C=C2N=CN=C(NC3=CC=C(NC(=O)C4=CC=CC=C4)C=C3)C2=C1 |c:2,17,31,33,36,40,t:15,19,22,24,29|
plate4_H2	plate34	A549	rep2	24	S1103_4	plate4_H2plate34	S1103	FALSE	4	10	10	S1103	331771-20-1	513.59	ZM 447439	COC1=C(OCCCN2CCOCC2)C=C2N=CN=C(NC3=CC=C(NC(=O)C4=CC=CC=C4)C=C3)C2=C1 |c:2,17,31,33,36,40,t:15,19,22,24,29|
plate4_H2	plate42	MCF7	rep2	24	S1103_4	plate4_H2plate42	S1103	FALSE	4	10	10	S1103	331771-20-1	513.59	ZM 447439	COC1=C(OCCCN2CCOCC2)C=C2N=CN=C(NC3=CC=C(NC(=O)C4=CC=CC=C4)C=C3)C2=C1 |c:2,17,31,33,36,40,t:15,19,22,24,29|
plate8_H2	plate50	A549	rep1	72	S1103_3	plate8_H2plate50	S1103	FALSE	3	100	100	S1103	331771-20-1	513.59	ZM 447439	COC1=C(OCCCN2CCOCC2)C=C2N=CN=C(NC3=CC=C(NC(=O)C4=CC=CC=C4)C=C3)C2=C1 |c:2,17,31,33,36,40,t:15,19,22,24,29|
plate9_H8	plate51	A549	rep2	72	S1103_3	plate9_H8plate51	S1103	FALSE	3	100	100	S1103	331771-20-1	513.59	ZM 447439	COC1=C(OCCCN2CCOCC2)C=C2N=CN=C(NC3=CC=C(NC(=O)C4=CC=CC=C4)C=C3)C2=C1 |c:2,17,31,33,36,40,t:15,19,22,24,29|
plate4_H2	plate2	K562	rep1	24	S1103_3	plate4_H2plate2	S1103	FALSE	3	100	100	S1103	331771-20-1	513.59	ZM 447439	COC1=C(OCCCN2CCOCC2)C=C2N=CN=C(NC3=CC=C(NC(=O)C4=CC=CC=C4)C=C3)C2=C1 |c:2,17,31,33,36,40,t:15,19,22,24,29|
plate4_H2	plate10	A549	rep1	24	S1103_3	plate4_H2plate10	S1103	FALSE	3	100	100	S1103	331771-20-1	513.59	ZM 447439	COC1=C(OCCCN2CCOCC2)C=C2N=CN=C(NC3=CC=C(NC(=O)C4=CC=CC=C4)C=C3)C2=C1 |c:2,17,31,33,36,40,t:15,19,22,24,29|
plate4_H2	plate18	MCF7	rep1	24	S1103_3	plate4_H2plate18	S1103	FALSE	3	100	100	S1103	331771-20-1	513.59	ZM 447439	COC1=C(OCCCN2CCOCC2)C=C2N=CN=C(NC3=CC=C(NC(=O)C4=CC=CC=C4)C=C3)C2=C1 |c:2,17,31,33,36,40,t:15,19,22,24,29|
plate3_H8	plate25	K562	rep2	24	S1103_3	plate3_H8plate25	S1103	FALSE	3	100	100	S1103	331771-20-1	513.59	ZM 447439	COC1=C(OCCCN2CCOCC2)C=C2N=CN=C(NC3=CC=C(NC(=O)C4=CC=CC=C4)C=C3)C2=C1 |c:2,17,31,33,36,40,t:15,19,22,24,29|
plate3_H8	plate33	A549	rep2	24	S1103_3	plate3_H8plate33	S1103	FALSE	3	100	100	S1103	331771-20-1	513.59	ZM 447439	COC1=C(OCCCN2CCOCC2)C=C2N=CN=C(NC3=CC=C(NC(=O)C4=CC=CC=C4)C=C3)C2=C1 |c:2,17,31,33,36,40,t:15,19,22,24,29|
plate3_H8	plate41	MCF7	rep2	24	S1103_3	plate3_H8plate41	S1103	FALSE	3	100	100	S1103	331771-20-1	513.59	ZM 447439	COC1=C(OCCCN2CCOCC2)C=C2N=CN=C(NC3=CC=C(NC(=O)C4=CC=CC=C4)C=C3)C2=C1 |c:2,17,31,33,36,40,t:15,19,22,24,29|
plate2_H8	plate49	A549	rep1	72	S1103_2	plate2_H8plate49	S1103	FALSE	2	1000	1000	S1103	331771-20-1	513.59	ZM 447439	COC1=C(OCCCN2CCOCC2)C=C2N=CN=C(NC3=CC=C(NC(=O)C4=CC=CC=C4)C=C3)C2=C1 |c:2,17,31,33,36,40,t:15,19,22,24,29|
plate9_H2	plate51	A549	rep2	72	S1103_2	plate9_H2plate51	S1103	FALSE	2	1000	1000	S1103	331771-20-1	513.59	ZM 447439	COC1=C(OCCCN2CCOCC2)C=C2N=CN=C(NC3=CC=C(NC(=O)C4=CC=CC=C4)C=C3)C2=C1 |c:2,17,31,33,36,40,t:15,19,22,24,29|
plate3_H8	plate1	K562	rep1	24	S1103_2	plate3_H8plate1	S1103	FALSE	2	1000	1000	S1103	331771-20-1	513.59	ZM 447439	COC1=C(OCCCN2CCOCC2)C=C2N=CN=C(NC3=CC=C(NC(=O)C4=CC=CC=C4)C=C3)C2=C1 |c:2,17,31,33,36,40,t:15,19,22,24,29|
plate3_H8	plate9	A549	rep1	24	S1103_2	plate3_H8plate9	S1103	FALSE	2	1000	1000	S1103	331771-20-1	513.59	ZM 447439	COC1=C(OCCCN2CCOCC2)C=C2N=CN=C(NC3=CC=C(NC(=O)C4=CC=CC=C4)C=C3)C2=C1 |c:2,17,31,33,36,40,t:15,19,22,24,29|
plate3_H8	plate17	MCF7	rep1	24	S1103_2	plate3_H8plate17	S1103	FALSE	2	1000	1000	S1103	331771-20-1	513.59	ZM 447439	COC1=C(OCCCN2CCOCC2)C=C2N=CN=C(NC3=CC=C(NC(=O)C4=CC=CC=C4)C=C3)C2=C1 |c:2,17,31,33,36,40,t:15,19,22,24,29|
plate3_H2	plate25	K562	rep2	24	S1103_2	plate3_H2plate25	S1103	FALSE	2	1000	1000	S1103	331771-20-1	513.59	ZM 447439	COC1=C(OCCCN2CCOCC2)C=C2N=CN=C(NC3=CC=C(NC(=O)C4=CC=CC=C4)C=C3)C2=C1 |c:2,17,31,33,36,40,t:15,19,22,24,29|
plate3_H2	plate33	A549	rep2	24	S1103_2	plate3_H2plate33	S1103	FALSE	2	1000	1000	S1103	331771-20-1	513.59	ZM 447439	COC1=C(OCCCN2CCOCC2)C=C2N=CN=C(NC3=CC=C(NC(=O)C4=CC=CC=C4)C=C3)C2=C1 |c:2,17,31,33,36,40,t:15,19,22,24,29|
plate3_H2	plate41	MCF7	rep2	24	S1103_2	plate3_H2plate41	S1103	FALSE	2	1000	1000	S1103	331771-20-1	513.59	ZM 447439	COC1=C(OCCCN2CCOCC2)C=C2N=CN=C(NC3=CC=C(NC(=O)C4=CC=CC=C4)C=C3)C2=C1 |c:2,17,31,33,36,40,t:15,19,22,24,29|
plate2_H2	plate49	A549	rep1	72	S1103_1	plate2_H2plate49	S1103	FALSE	1	10000	10000	S1103	331771-20-1	513.59	ZM 447439	COC1=C(OCCCN2CCOCC2)C=C2N=CN=C(NC3=CC=C(NC(=O)C4=CC=CC=C4)C=C3)C2=C1 |c:2,17,31,33,36,40,t:15,19,22,24,29|
plate10_H8	plate52	A549	rep2	72	S1103_1	plate10_H8plate52	S1103	FALSE	1	10000	10000	S1103	331771-20-1	513.59	ZM 447439	COC1=C(OCCCN2CCOCC2)C=C2N=CN=C(NC3=CC=C(NC(=O)C4=CC=CC=C4)C=C3)C2=C1 |c:2,17,31,33,36,40,t:15,19,22,24,29|
plate3_H2	plate1	K562	rep1	24	S1103_1	plate3_H2plate1	S1103	FALSE	1	10000	10000	S1103	331771-20-1	513.59	ZM 447439	COC1=C(OCCCN2CCOCC2)C=C2N=CN=C(NC3=CC=C(NC(=O)C4=CC=CC=C4)C=C3)C2=C1 |c:2,17,31,33,36,40,t:15,19,22,24,29|
plate3_H2	plate9	A549	rep1	24	S1103_1	plate3_H2plate9	S1103	FALSE	1	10000	10000	S1103	331771-20-1	513.59	ZM 447439	COC1=C(OCCCN2CCOCC2)C=C2N=CN=C(NC3=CC=C(NC(=O)C4=CC=CC=C4)C=C3)C2=C1 |c:2,17,31,33,36,40,t:15,19,22,24,29|
plate3_H2	plate17	MCF7	rep1	24	S1103_1	plate3_H2plate17	S1103	FALSE	1	10000	10000	S1103	331771-20-1	513.59	ZM 447439	COC1=C(OCCCN2CCOCC2)C=C2N=CN=C(NC3=CC=C(NC(=O)C4=CC=CC=C4)C=C3)C2=C1 |c:2,17,31,33,36,40,t:15,19,22,24,29|
plate4_H8	plate26	K562	rep2	24	S1103_1	plate4_H8plate26	S1103	FALSE	1	10000	10000	S1103	331771-20-1	513.59	ZM 447439	COC1=C(OCCCN2CCOCC2)C=C2N=CN=C(NC3=CC=C(NC(=O)C4=CC=CC=C4)C=C3)C2=C1 |c:2,17,31,33,36,40,t:15,19,22,24,29|
plate4_H8	plate34	A549	rep2	24	S1103_1	plate4_H8plate34	S1103	FALSE	1	10000	10000	S1103	331771-20-1	513.59	ZM 447439	COC1=C(OCCCN2CCOCC2)C=C2N=CN=C(NC3=CC=C(NC(=O)C4=CC=CC=C4)C=C3)C2=C1 |c:2,17,31,33,36,40,t:15,19,22,24,29|
plate4_H8	plate42	MCF7	rep2	24	S1103_1	plate4_H8plate42	S1103	FALSE	1	10000	10000	S1103	331771-20-1	513.59	ZM 447439	COC1=C(OCCCN2CCOCC2)C=C2N=CN=C(NC3=CC=C(NC(=O)C4=CC=CC=C4)C=C3)C2=C1 |c:2,17,31,33,36,40,t:15,19,22,24,29|
plate8_A9	plate50	A549	rep1	72	S1107_4	plate8_A9plate50	S1107	FALSE	4	10	10	S1107	827318-97-8	474.55	Danusertib (PHA-739358)	CO[C@@H](C(=O)N1CC2=C(C1)C(NC(=O)C1=CC=C(C=C1)N1CCN(C)CC1)=NN2)C1=CC=CC=C1 |r,c:7,17,19,29,35,37,t:15,33|
plate10_A3	plate52	A549	rep2	72	S1107_4	plate10_A3plate52	S1107	FALSE	4	10	10	S1107	827318-97-8	474.55	Danusertib (PHA-739358)	CO[C@@H](C(=O)N1CC2=C(C1)C(NC(=O)C1=CC=C(C=C1)N1CCN(C)CC1)=NN2)C1=CC=CC=C1 |r,c:7,17,19,29,35,37,t:15,33|
plate4_A9	plate2	K562	rep1	24	S1107_4	plate4_A9plate2	S1107	FALSE	4	10	10	S1107	827318-97-8	474.55	Danusertib (PHA-739358)	CO[C@@H](C(=O)N1CC2=C(C1)C(NC(=O)C1=CC=C(C=C1)N1CCN(C)CC1)=NN2)C1=CC=CC=C1 |r,c:7,17,19,29,35,37,t:15,33|
plate4_A9	plate10	A549	rep1	24	S1107_4	plate4_A9plate10	S1107	FALSE	4	10	10	S1107	827318-97-8	474.55	Danusertib (PHA-739358)	CO[C@@H](C(=O)N1CC2=C(C1)C(NC(=O)C1=CC=C(C=C1)N1CCN(C)CC1)=NN2)C1=CC=CC=C1 |r,c:7,17,19,29,35,37,t:15,33|
plate4_A9	plate18	MCF7	rep1	24	S1107_4	plate4_A9plate18	S1107	FALSE	4	10	10	S1107	827318-97-8	474.55	Danusertib (PHA-739358)	CO[C@@H](C(=O)N1CC2=C(C1)C(NC(=O)C1=CC=C(C=C1)N1CCN(C)CC1)=NN2)C1=CC=CC=C1 |r,c:7,17,19,29,35,37,t:15,33|
plate4_A3	plate26	K562	rep2	24	S1107_4	plate4_A3plate26	S1107	FALSE	4	10	10	S1107	827318-97-8	474.55	Danusertib (PHA-739358)	CO[C@@H](C(=O)N1CC2=C(C1)C(NC(=O)C1=CC=C(C=C1)N1CCN(C)CC1)=NN2)C1=CC=CC=C1 |r,c:7,17,19,29,35,37,t:15,33|
plate4_A3	plate34	A549	rep2	24	S1107_4	plate4_A3plate34	S1107	FALSE	4	10	10	S1107	827318-97-8	474.55	Danusertib (PHA-739358)	CO[C@@H](C(=O)N1CC2=C(C1)C(NC(=O)C1=CC=C(C=C1)N1CCN(C)CC1)=NN2)C1=CC=CC=C1 |r,c:7,17,19,29,35,37,t:15,33|
plate4_A3	plate42	MCF7	rep2	24	S1107_4	plate4_A3plate42	S1107	FALSE	4	10	10	S1107	827318-97-8	474.55	Danusertib (PHA-739358)	CO[C@@H](C(=O)N1CC2=C(C1)C(NC(=O)C1=CC=C(C=C1)N1CCN(C)CC1)=NN2)C1=CC=CC=C1 |r,c:7,17,19,29,35,37,t:15,33|
plate8_A3	plate50	A549	rep1	72	S1107_3	plate8_A3plate50	S1107	FALSE	3	100	100	S1107	827318-97-8	474.55	Danusertib (PHA-739358)	CO[C@@H](C(=O)N1CC2=C(C1)C(NC(=O)C1=CC=C(C=C1)N1CCN(C)CC1)=NN2)C1=CC=CC=C1 |r,c:7,17,19,29,35,37,t:15,33|
plate9_A9	plate51	A549	rep2	72	S1107_3	plate9_A9plate51	S1107	FALSE	3	100	100	S1107	827318-97-8	474.55	Danusertib (PHA-739358)	CO[C@@H](C(=O)N1CC2=C(C1)C(NC(=O)C1=CC=C(C=C1)N1CCN(C)CC1)=NN2)C1=CC=CC=C1 |r,c:7,17,19,29,35,37,t:15,33|
plate4_A3	plate2	K562	rep1	24	S1107_3	plate4_A3plate2	S1107	FALSE	3	100	100	S1107	827318-97-8	474.55	Danusertib (PHA-739358)	CO[C@@H](C(=O)N1CC2=C(C1)C(NC(=O)C1=CC=C(C=C1)N1CCN(C)CC1)=NN2)C1=CC=CC=C1 |r,c:7,17,19,29,35,37,t:15,33|
plate4_A3	plate10	A549	rep1	24	S1107_3	plate4_A3plate10	S1107	FALSE	3	100	100	S1107	827318-97-8	474.55	Danusertib (PHA-739358)	CO[C@@H](C(=O)N1CC2=C(C1)C(NC(=O)C1=CC=C(C=C1)N1CCN(C)CC1)=NN2)C1=CC=CC=C1 |r,c:7,17,19,29,35,37,t:15,33|
plate4_A3	plate18	MCF7	rep1	24	S1107_3	plate4_A3plate18	S1107	FALSE	3	100	100	S1107	827318-97-8	474.55	Danusertib (PHA-739358)	CO[C@@H](C(=O)N1CC2=C(C1)C(NC(=O)C1=CC=C(C=C1)N1CCN(C)CC1)=NN2)C1=CC=CC=C1 |r,c:7,17,19,29,35,37,t:15,33|
plate3_A9	plate25	K562	rep2	24	S1107_3	plate3_A9plate25	S1107	FALSE	3	100	100	S1107	827318-97-8	474.55	Danusertib (PHA-739358)	CO[C@@H](C(=O)N1CC2=C(C1)C(NC(=O)C1=CC=C(C=C1)N1CCN(C)CC1)=NN2)C1=CC=CC=C1 |r,c:7,17,19,29,35,37,t:15,33|
plate3_A9	plate33	A549	rep2	24	S1107_3	plate3_A9plate33	S1107	FALSE	3	100	100	S1107	827318-97-8	474.55	Danusertib (PHA-739358)	CO[C@@H](C(=O)N1CC2=C(C1)C(NC(=O)C1=CC=C(C=C1)N1CCN(C)CC1)=NN2)C1=CC=CC=C1 |r,c:7,17,19,29,35,37,t:15,33|
plate3_A9	plate41	MCF7	rep2	24	S1107_3	plate3_A9plate41	S1107	FALSE	3	100	100	S1107	827318-97-8	474.55	Danusertib (PHA-739358)	CO[C@@H](C(=O)N1CC2=C(C1)C(NC(=O)C1=CC=C(C=C1)N1CCN(C)CC1)=NN2)C1=CC=CC=C1 |r,c:7,17,19,29,35,37,t:15,33|
plate2_A9	plate49	A549	rep1	72	S1107_2	plate2_A9plate49	S1107	FALSE	2	1000	1000	S1107	827318-97-8	474.55	Danusertib (PHA-739358)	CO[C@@H](C(=O)N1CC2=C(C1)C(NC(=O)C1=CC=C(C=C1)N1CCN(C)CC1)=NN2)C1=CC=CC=C1 |r,c:7,17,19,29,35,37,t:15,33|
plate9_A3	plate51	A549	rep2	72	S1107_2	plate9_A3plate51	S1107	FALSE	2	1000	1000	S1107	827318-97-8	474.55	Danusertib (PHA-739358)	CO[C@@H](C(=O)N1CC2=C(C1)C(NC(=O)C1=CC=C(C=C1)N1CCN(C)CC1)=NN2)C1=CC=CC=C1 |r,c:7,17,19,29,35,37,t:15,33|
plate3_A9	plate1	K562	rep1	24	S1107_2	plate3_A9plate1	S1107	FALSE	2	1000	1000	S1107	827318-97-8	474.55	Danusertib (PHA-739358)	CO[C@@H](C(=O)N1CC2=C(C1)C(NC(=O)C1=CC=C(C=C1)N1CCN(C)CC1)=NN2)C1=CC=CC=C1 |r,c:7,17,19,29,35,37,t:15,33|
plate3_A9	plate9	A549	rep1	24	S1107_2	plate3_A9plate9	S1107	FALSE	2	1000	1000	S1107	827318-97-8	474.55	Danusertib (PHA-739358)	CO[C@@H](C(=O)N1CC2=C(C1)C(NC(=O)C1=CC=C(C=C1)N1CCN(C)CC1)=NN2)C1=CC=CC=C1 |r,c:7,17,19,29,35,37,t:15,33|
plate3_A9	plate17	MCF7	rep1	24	S1107_2	plate3_A9plate17	S1107	FALSE	2	1000	1000	S1107	827318-97-8	474.55	Danusertib (PHA-739358)	CO[C@@H](C(=O)N1CC2=C(C1)C(NC(=O)C1=CC=C(C=C1)N1CCN(C)CC1)=NN2)C1=CC=CC=C1 |r,c:7,17,19,29,35,37,t:15,33|
plate3_A3	plate25	K562	rep2	24	S1107_2	plate3_A3plate25	S1107	FALSE	2	1000	1000	S1107	827318-97-8	474.55	Danusertib (PHA-739358)	CO[C@@H](C(=O)N1CC2=C(C1)C(NC(=O)C1=CC=C(C=C1)N1CCN(C)CC1)=NN2)C1=CC=CC=C1 |r,c:7,17,19,29,35,37,t:15,33|
plate3_A3	plate33	A549	rep2	24	S1107_2	plate3_A3plate33	S1107	FALSE	2	1000	1000	S1107	827318-97-8	474.55	Danusertib (PHA-739358)	CO[C@@H](C(=O)N1CC2=C(C1)C(NC(=O)C1=CC=C(C=C1)N1CCN(C)CC1)=NN2)C1=CC=CC=C1 |r,c:7,17,19,29,35,37,t:15,33|
plate3_A3	plate41	MCF7	rep2	24	S1107_2	plate3_A3plate41	S1107	FALSE	2	1000	1000	S1107	827318-97-8	474.55	Danusertib (PHA-739358)	CO[C@@H](C(=O)N1CC2=C(C1)C(NC(=O)C1=CC=C(C=C1)N1CCN(C)CC1)=NN2)C1=CC=CC=C1 |r,c:7,17,19,29,35,37,t:15,33|
plate2_A3	plate49	A549	rep1	72	S1107_1	plate2_A3plate49	S1107	FALSE	1	10000	10000	S1107	827318-97-8	474.55	Danusertib (PHA-739358)	CO[C@@H](C(=O)N1CC2=C(C1)C(NC(=O)C1=CC=C(C=C1)N1CCN(C)CC1)=NN2)C1=CC=CC=C1 |r,c:7,17,19,29,35,37,t:15,33|
plate10_A9	plate52	A549	rep2	72	S1107_1	plate10_A9plate52	S1107	FALSE	1	10000	10000	S1107	827318-97-8	474.55	Danusertib (PHA-739358)	CO[C@@H](C(=O)N1CC2=C(C1)C(NC(=O)C1=CC=C(C=C1)N1CCN(C)CC1)=NN2)C1=CC=CC=C1 |r,c:7,17,19,29,35,37,t:15,33|
plate3_A3	plate1	K562	rep1	24	S1107_1	plate3_A3plate1	S1107	FALSE	1	10000	10000	S1107	827318-97-8	474.55	Danusertib (PHA-739358)	CO[C@@H](C(=O)N1CC2=C(C1)C(NC(=O)C1=CC=C(C=C1)N1CCN(C)CC1)=NN2)C1=CC=CC=C1 |r,c:7,17,19,29,35,37,t:15,33|
plate3_A3	plate9	A549	rep1	24	S1107_1	plate3_A3plate9	S1107	FALSE	1	10000	10000	S1107	827318-97-8	474.55	Danusertib (PHA-739358)	CO[C@@H](C(=O)N1CC2=C(C1)C(NC(=O)C1=CC=C(C=C1)N1CCN(C)CC1)=NN2)C1=CC=CC=C1 |r,c:7,17,19,29,35,37,t:15,33|
