96    S1297    10000    A549
97    S1297    10000    A549
98    S1297    10000    A549
99    S1297    10000    A549
100    S1362    10000    A549
101    S1362    10000    A549
102    S1362    10000    A549
103    S1362    10000    A549
104    S2759    10000    A549
105    S2759    10000    A549
106    S2759    10000    A549
107    S2759    10000    A549
108    S1297    1000    A549
109    S1297    1000    A549
110    S1297    1000    A549
111    S1297    1000    A549
112    S1362    1000    A549
113    S1362    1000    A549
114    S1362    1000    A549
115    S1362    1000    A549
116    S2759    1000    A549
117    S2759    1000    A549
118    S2759    1000    A549
119    S2759    1000    A549
120    S1297    100    A549
121    S1297    100    A549
122    S1297    100    A549
123    S1297    100    A549
124    S1362    100    A549
125    S1362    100    A549
126    S1362    100    A549
127    S1362    100    A549
128    S2759    100    A549
129    S2759    100    A549
130    S2759    100    A549
131    S2759    100    A549
132    S1297    10    A549
133    S1297    10    A549
134    S1297    10    A549
135    S1297    10    A549
136    S1362    10    A549
137    S1362    10    A549
138    S1362    10    A549
139    S1362    10    A549
140    S2759    10    A549
141    S2759    10    A549
142    S2759    10    A549
143    S2759    10    A549
144    S1364    10000    A549
145    S1364    10000    A549
146    S1364    10000    A549
147    S1364    10000    A549
148    S1142    10000    A549
149    S1142    10000    A549
150    S1142    10000    A549
151    S1142    10000    A549
152    S0000    0    A549
153    S0000    0    A549
154    S0000    0    A549
155    S0000    0    A549
156    S1364    1000    A549
157    S1364    1000    A549
158    S1364    1000    A549
159    S1364    1000    A549
160    S1142    1000    A549
161    S1142    1000    A549
162    S1142    1000    A549
163    S1142    1000    A549
164    S0000    0    A549
165    S0000    0    A549
166    S0000    0    A549
167    S0000    0    A549
168    S1364    100    A549
169    S1364    100    A549
170    S1364    100    A549
171    S1364    100    A549
172    S1142    100    A549
173    S1142    100    A549
174    S1142    100    A549
175    S1142    100    A549
176    S0000    0    A549
177    S0000    0    A549
178    S0000    0    A549
179    S0000    0    A549
180    S1364    10    A549
181    S1364    10    A549
182    S1364    10    A549
183    S1364    10    A549
184    S1142    10    A549
185    S1142    10    A549
186    S1142    10    A549
187    S1142    10    A549
188    S0000    0    A549
189    S0000    0    A549
190    S0000    0    A549
191    S0000    0    A549
192    S1297    10000    K562
193    S1297    10000    K562
194    S1297    10000    K562
195    S1297    10000    K562
196    S1362    10000    K562
197    S1362    10000    K562
198    S1362    10000    K562
199    S1362    10000    K562
200    S2759    10000    K562
201    S2759    10000    K562
202    S2759    10000    K562
203    S2759    10000    K562
204    S1297    1000    K562
205    S1297    1000    K562
206    S1297    1000    K562
207    S1297    1000    K562
208    S1362    1000    K562
209    S1362    1000    K562
210    S1362    1000    K562
211    S1362    1000    K562
212    S2759    1000    K562
213    S2759    1000    K562
214    S2759    1000    K562
215    S2759    1000    K562
216    S1297    100    K562
217    S1297    100    K562
218    S1297    100    K562
219    S1297    100    K562
220    S1362    100    K562
221    S1362    100    K562
222    S1362    100    K562
223    S1362    100    K562
224    S2759    100    K562
225    S2759    100    K562
226    S2759    100    K562
227    S2759    100    K562
228    S1297    10    K562
229    S1297    10    K562
230    S1297    10    K562
231    S1297    10    K562
232    S1362    10    K562
233    S1362    10    K562
234    S1362    10    K562
235    S1362    10    K562
236    S2759    10    K562
237    S2759    10    K562
238    S2759    10    K562
239    S2759    10    K562
240    S1364    10000    K562
241    S1364    10000    K562
242    S1364    10000    K562
243    S1364    10000    K562
244    S1142    10000    K562
245    S1142    10000    K562
246    S1142    10000    K562
247    S1142    10000    K562
248    S0000    0    K562
249    S0000    0    K562
250    S0000    0    K562
251    S0000    0    K562
252    S1364    1000    K562
253    S1364    1000    K562
254    S1364    1000    K562
255    S1364    1000    K562
256    S1142    1000    K562
257    S1142    1000    K562
258    S1142    1000    K562
259    S1142    1000    K562
260    S0000    0    K562
261    S0000    0    K562
262    S0000    0    K562
263    S0000    0    K562
264    S1364    100    K562
265    S1364    100    K562
266    S1364    100    K562
267    S1364    100    K562
268    S1142    100    K562
269    S1142    100    K562
270    S1142    100    K562
271    S1142    100    K562
272    S0000    0    K562
273    S0000    0    K562
274    S0000    0    K562
275    S0000    0    K562
276    S1364    10    K562
277    S1364    10    K562
278    S1364    10    K562
279    S1364    10    K562
280    S1142    10    K562
281    S1142    10    K562
282    S1142    10    K562
283    S1142    10    K562
284    S0000    0    K562
285    S0000    0    K562
286    S0000    0    K562
287    S0000    0    K562
