plate2_A1	plate49	A549	rep1	72	S7792_1
plate2_B1	plate49	A549	rep1	72	S1007_1
plate2_C1	plate49	A549	rep1	72	S1030_1
plate2_D1	plate49	A549	rep1	72	S1573_1
plate2_E1	plate49	A549	rep1	72	S7110_1
plate2_F1	plate49	A549	rep1	72	S1048_1
plate2_G1	plate49	A549	rep1	72	S1703_1
plate2_H1	plate49	A549	rep1	72	S8323_1
plate2_A2	plate49	A549	rep1	72	S1085_1
plate2_B2	plate49	A549	rep1	72	S1087_1
plate2_C2	plate49	A549	rep1	72	S1090_1
plate2_D2	plate49	A549	rep1	72	S1095_1
plate2_E2	plate49	A549	rep1	72	S1096_1
plate2_F2	plate49	A549	rep1	72	S1098_1
plate2_G2	plate49	A549	rep1	72	S1100_1
plate2_H2	plate49	A549	rep1	72	S1103_1
plate2_A3	plate49	A549	rep1	72	S1107_1
plate2_B3	plate49	A549	rep1	72	S1122_1
plate2_C3	plate49	A549	rep1	72	S7239_1
plate2_D3	plate49	A549	rep1	72	S7259_1
plate2_E3	plate49	A549	rep1	72	S1133_1
plate2_F3	plate49	A549	rep1	72	S1134_1
plate2_G3	plate49	A549	rep1	72	S8481_1
plate2_H3	plate49	A549	rep1	72	S1147_1
plate2_A4	plate49	A549	rep1	72	S7128_1
plate2_B4	plate49	A549	rep1	72	S7144_1
plate2_C4	plate49	A549	rep1	72	S7165_1
plate2_D4	plate49	A549	rep1	72	S7207_1
plate2_E4	plate49	A549	rep1	72	S8496_1
plate2_F4	plate49	A549	rep1	72	S1200_1
plate2_G4	plate49	A549	rep1	72	S1216_1
plate2_H4	plate49	A549	rep1	72	S1233_1
plate2_A5	plate49	A549	rep1	72	S1249_1
plate2_B5	plate49	A549	rep1	72	S1327_1
plate2_C5	plate49	A549	rep1	72	S1378_1
plate2_D5	plate49	A549	rep1	72	S8502_1
plate2_E5	plate49	A549	rep1	72	S1396_1
plate2_F5	plate49	A549	rep1	72	S8567_1
plate2_G5	plate49	A549	rep1	72	S1451_1
plate2_H5	plate49	A549	rep1	72	S1454_1
plate2_A6	plate49	A549	rep1	72	S1463_1
plate2_B6	plate49	A549	rep1	72	S1484_1
plate2_C6	plate49	A549	rep1	72	S0001_1
plate2_D6	plate49	A549	rep1	72	S1515_1
plate2_E6	plate49	A549	rep1	72	S1529_1
plate2_F6	plate49	A549	rep1	72	S1541_1
plate2_G6	plate49	A549	rep1	72	S1782_1
plate2_H6	plate49	A549	rep1	72	S2012_1
plate2_A7	plate49	A549	rep1	72	S7792_2
plate2_B7	plate49	A549	rep1	72	S1007_2
plate2_C7	plate49	A549	rep1	72	S1030_2
plate2_D7	plate49	A549	rep1	72	S1573_2
plate2_E7	plate49	A549	rep1	72	S7110_2
plate2_F7	plate49	A549	rep1	72	S1048_2
plate2_G7	plate49	A549	rep1	72	S1703_2
plate2_H7	plate49	A549	rep1	72	S8323_2
plate2_A8	plate49	A549	rep1	72	S1085_2
plate2_B8	plate49	A549	rep1	72	S1087_2
plate2_C8	plate49	A549	rep1	72	S1090_2
plate2_D8	plate49	A549	rep1	72	S1095_2
plate2_E8	plate49	A549	rep1	72	S1096_2
plate2_F8	plate49	A549	rep1	72	S1098_2
plate2_G8	plate49	A549	rep1	72	S1100_2
plate2_H8	plate49	A549	rep1	72	S1103_2
plate2_A9	plate49	A549	rep1	72	S1107_2
plate2_B9	plate49	A549	rep1	72	S1122_2
plate2_C9	plate49	A549	rep1	72	S7239_2
plate2_D9	plate49	A549	rep1	72	S7259_2
plate2_E9	plate49	A549	rep1	72	S1133_2
plate2_F9	plate49	A549	rep1	72	S1134_2
plate2_G9	plate49	A549	rep1	72	S8481_2
plate2_H9	plate49	A549	rep1	72	S1147_2
plate2_A10	plate49	A549	rep1	72	S7128_2
plate2_B10	plate49	A549	rep1	72	S7144_2
plate2_C10	plate49	A549	rep1	72	S7165_2
plate2_D10	plate49	A549	rep1	72	S7207_2
plate2_E10	plate49	A549	rep1	72	S8496_2
plate2_F10	plate49	A549	rep1	72	S1200_2
plate2_G10	plate49	A549	rep1	72	S1216_2
plate2_H10	plate49	A549	rep1	72	S1233_2
plate2_A11	plate49	A549	rep1	72	S1249_2
plate2_B11	plate49	A549	rep1	72	S1327_2
plate2_C11	plate49	A549	rep1	72	S1378_2
plate2_D11	plate49	A549	rep1	72	S8502_2
plate2_E11	plate49	A549	rep1	72	S1396_2
plate2_F11	plate49	A549	rep1	72	S8567_2
plate2_G11	plate49	A549	rep1	72	S1451_2
plate2_H11	plate49	A549	rep1	72	S1454_2
plate2_A12	plate49	A549	rep1	72	S1463_2
plate2_B12	plate49	A549	rep1	72	S1484_2
plate2_C12	plate49	A549	rep1	72	S0001_2
plate2_D12	plate49	A549	rep1	72	S1515_2
plate2_E12	plate49	A549	rep1	72	S1529_2
plate2_F12	plate49	A549	rep1	72	S1541_2
plate2_G12	plate49	A549	rep1	72	S1782_2
plate2_H12	plate49	A549	rep1	72	S2012_2
plate8_A1	plate50	A549	rep1	72	S7792_3
plate8_B1	plate50	A549	rep1	72	S1007_3
plate8_C1	plate50	A549	rep1	72	S1030_3
plate8_D1	plate50	A549	rep1	72	S1573_3
plate8_E1	plate50	A549	rep1	72	S7110_3
plate8_F1	plate50	A549	rep1	72	S1048_3
plate8_G1	plate50	A549	rep1	72	S1703_3
plate8_H1	plate50	A549	rep1	72	S8323_3
plate8_A2	plate50	A549	rep1	72	S1085_3
plate8_B2	plate50	A549	rep1	72	S1087_3
plate8_C2	plate50	A549	rep1	72	S1090_3
plate8_D2	plate50	A549	rep1	72	S1095_3
plate8_E2	plate50	A549	rep1	72	S1096_3
plate8_F2	plate50	A549	rep1	72	S1098_3
plate8_G2	plate50	A549	rep1	72	S1100_3
plate8_H2	plate50	A549	rep1	72	S1103_3
plate8_A3	plate50	A549	rep1	72	S1107_3
plate8_B3	plate50	A549	rep1	72	S1122_3
plate8_C3	plate50	A549	rep1	72	S7239_3
plate8_D3	plate50	A549	rep1	72	S7259_3
plate8_E3	plate50	A549	rep1	72	S1133_3
plate8_F3	plate50	A549	rep1	72	S1134_3
plate8_G3	plate50	A549	rep1	72	S8481_3
plate8_H3	plate50	A549	rep1	72	S1147_3
plate8_A4	plate50	A549	rep1	72	S7128_3
plate8_B4	plate50	A549	rep1	72	S7144_3
plate8_C4	plate50	A549	rep1	72	S7165_3
plate8_D4	plate50	A549	rep1	72	S7207_3
plate8_E4	plate50	A549	rep1	72	S8496_3
plate8_F4	plate50	A549	rep1	72	S1200_3
plate8_G4	plate50	A549	rep1	72	S1216_3
plate8_H4	plate50	A549	rep1	72	S1233_3
plate8_A5	plate50	A549	rep1	72	S1249_3
plate8_B5	plate50	A549	rep1	72	S1327_3
plate8_C5	plate50	A549	rep1	72	S1378_3
plate8_D5	plate50	A549	rep1	72	S8502_3
plate8_E5	plate50	A549	rep1	72	S1396_3
plate8_F5	plate50	A549	rep1	72	S8567_3
plate8_G5	plate50	A549	rep1	72	S1451_3
plate8_H5	plate50	A549	rep1	72	S1454_3
plate8_A6	plate50	A549	rep1	72	S1463_3
plate8_B6	plate50	A549	rep1	72	S1484_3
plate8_C6	plate50	A549	rep1	72	S0001_3
plate8_D6	plate50	A549	rep1	72	S1515_3
plate8_E6	plate50	A549	rep1	72	S1529_3
plate8_F6	plate50	A549	rep1	72	S1541_3
plate8_G6	plate50	A549	rep1	72	S1782_3
plate8_H6	plate50	A549	rep1	72	S2012_3
plate8_A7	plate50	A549	rep1	72	S7792_4
plate8_B7	plate50	A549	rep1	72	S1007_4
plate8_C7	plate50	A549	rep1	72	S1030_4
plate8_D7	plate50	A549	rep1	72	S1573_4
plate8_E7	plate50	A549	rep1	72	S7110_4
plate8_F7	plate50	A549	rep1	72	S1048_4
plate8_G7	plate50	A549	rep1	72	S1703_4
plate8_H7	plate50	A549	rep1	72	S8323_4
plate8_A8	plate50	A549	rep1	72	S1085_4
plate8_B8	plate50	A549	rep1	72	S1087_4
plate8_C8	plate50	A549	rep1	72	S1090_4
plate8_D8	plate50	A549	rep1	72	S1095_4
plate8_E8	plate50	A549	rep1	72	S1096_4
plate8_F8	plate50	A549	rep1	72	S1098_4
plate8_G8	plate50	A549	rep1	72	S1100_4
plate8_H8	plate50	A549	rep1	72	S1103_4
plate8_A9	plate50	A549	rep1	72	S1107_4
plate8_B9	plate50	A549	rep1	72	S1122_4
plate8_C9	plate50	A549	rep1	72	S7239_4
plate8_D9	plate50	A549	rep1	72	S7259_4
plate8_E9	plate50	A549	rep1	72	S1133_4
plate8_F9	plate50	A549	rep1	72	S1134_4
plate8_G9	plate50	A549	rep1	72	S8481_4
plate8_H9	plate50	A549	rep1	72	S1147_4
plate8_A10	plate50	A549	rep1	72	S7128_4
plate8_B10	plate50	A549	rep1	72	S7144_4
plate8_C10	plate50	A549	rep1	72	S7165_4
plate8_D10	plate50	A549	rep1	72	S7207_4
plate8_E10	plate50	A549	rep1	72	S8496_4
plate8_F10	plate50	A549	rep1	72	S1200_4
plate8_G10	plate50	A549	rep1	72	S1216_4
plate8_H10	plate50	A549	rep1	72	S1233_4
plate8_A11	plate50	A549	rep1	72	S1249_4
plate8_B11	plate50	A549	rep1	72	S1327_4
plate8_C11	plate50	A549	rep1	72	S1378_4
plate8_D11	plate50	A549	rep1	72	S8502_4
plate8_E11	plate50	A549	rep1	72	S1396_4
plate8_F11	plate50	A549	rep1	72	S8567_4
plate8_G11	plate50	A549	rep1	72	S1451_4
plate8_H11	plate50	A549	rep1	72	S1454_4
plate8_A12	plate50	A549	rep1	72	S1463_4
plate8_B12	plate50	A549	rep1	72	S1484_4
plate8_C12	plate50	A549	rep1	72	S0001_4
plate8_D12	plate50	A549	rep1	72	S1515_4
plate8_E12	plate50	A549	rep1	72	S1529_4
plate8_F12	plate50	A549	rep1	72	S1541_4
plate8_G12	plate50	A549	rep1	72	S1782_4
plate8_H12	plate50	A549	rep1	72	S2012_4
plate9_A1	plate51	A549	rep2	72	S7792_2
plate9_B1	plate51	A549	rep2	72	S1007_2
plate9_C1	plate51	A549	rep2	72	S1030_2
plate9_D1	plate51	A549	rep2	72	S1573_2
plate9_E1	plate51	A549	rep2	72	S7110_2
plate9_F1	plate51	A549	rep2	72	S1048_2
plate9_G1	plate51	A549	rep2	72	S1703_2
plate9_H1	plate51	A549	rep2	72	S8323_2
plate9_A2	plate51	A549	rep2	72	S1085_2
plate9_B2	plate51	A549	rep2	72	S1087_2
plate9_C2	plate51	A549	rep2	72	S1090_2
plate9_D2	plate51	A549	rep2	72	S1095_2
plate9_E2	plate51	A549	rep2	72	S1096_2
plate9_F2	plate51	A549	rep2	72	S1098_2
plate9_G2	plate51	A549	rep2	72	S1100_2
plate9_H2	plate51	A549	rep2	72	S1103_2
plate9_A3	plate51	A549	rep2	72	S1107_2
plate9_B3	plate51	A549	rep2	72	S1122_2
plate9_C3	plate51	A549	rep2	72	S7239_2
plate9_D3	plate51	A549	rep2	72	S7259_2
plate9_E3	plate51	A549	rep2	72	S1133_2
plate9_F3	plate51	A549	rep2	72	S1134_2
plate9_G3	plate51	A549	rep2	72	S8481_2
plate9_H3	plate51	A549	rep2	72	S1147_2
plate9_A4	plate51	A549	rep2	72	S7128_2
plate9_B4	plate51	A549	rep2	72	S7144_2
plate9_C4	plate51	A549	rep2	72	S7165_2
plate9_D4	plate51	A549	rep2	72	S7207_2
plate9_E4	plate51	A549	rep2	72	S8496_2
plate9_F4	plate51	A549	rep2	72	S1200_2
plate9_G4	plate51	A549	rep2	72	S1216_2
plate9_H4	plate51	A549	rep2	72	S1233_2
plate9_A5	plate51	A549	rep2	72	S1249_2
plate9_B5	plate51	A549	rep2	72	S1327_2
plate9_C5	plate51	A549	rep2	72	S1378_2
plate9_D5	plate51	A549	rep2	72	S8502_2
plate9_E5	plate51	A549	rep2	72	S1396_2
plate9_F5	plate51	A549	rep2	72	S8567_2
